uniqueID,drugName,condition,rating,date,usefulCount
15149,Ethinyl estradiol / norethindrone,Birth Control,10,42834,6
15150,Ethinyl estradiol / norethindrone,Birth Control,1,42833,6
15151,Ethinyl estradiol / norethindrone,Birth Control,4,42833,10
15152,Ethinyl estradiol / norethindrone,Birth Control,2,42833,0
15153,Ethinyl estradiol / norethindrone,Birth Control,1,42832,5
15154,Ethinyl estradiol / norethindrone,Birth Control,5,42832,5
15156,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,4,42832,1
15158,Ethinyl estradiol / norethindrone,Birth Control,9,42877,6
15159,Ethinyl estradiol / norethindrone,Birth Control,10,42877,2
15160,Ethinyl estradiol / norethindrone,Acne,8,42875,6
15161,Ethinyl estradiol / norethindrone,Birth Control,3,42875,0
15163,Ethinyl estradiol / norethindrone,Birth Control,1,42874,7
15164,Ethinyl estradiol / norethindrone,Birth Control,10,42874,3
15167,Ethinyl estradiol / norethindrone,Acne,1,42873,2
15169,Ethinyl estradiol / norethindrone,Birth Control,1,42872,6
15170,Ethinyl estradiol / norethindrone,Birth Control,7,42872,7
15171,Ethinyl estradiol / norethindrone,Acne,7,42872,1
15172,Ethinyl estradiol / norethindrone,Birth Control,3,42870,0
15173,Ethinyl estradiol / norethindrone,Birth Control,10,42870,10
15174,Ethinyl estradiol / norethindrone,Birth Control,1,42870,1
15175,Ethinyl estradiol / norethindrone,Birth Control,9,42870,0
15176,Ethinyl estradiol / norethindrone,Birth Control,10,42870,6
15178,Ethinyl estradiol / norethindrone,Birth Control,1,42869,0
15180,Ethinyl estradiol / norethindrone,Birth Control,1,42868,2
15182,Ethinyl estradiol / norethindrone,Birth Control,10,42911,10
15186,Ethinyl estradiol / norethindrone,Birth Control,3,42908,2
15187,Ethinyl estradiol / norethindrone,Birth Control,10,42908,5
15188,Ethinyl estradiol / norethindrone,Birth Control,2,42908,1
15191,Ethinyl estradiol / norethindrone,Birth Control,4,42907,1
15195,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,3,42905,3
15196,Ethinyl estradiol / norethindrone,Birth Control,2,42904,0
15197,Ethinyl estradiol / norethindrone,Birth Control,2,42904,0
15198,Ethinyl estradiol / norethindrone,Birth Control,9,42904,2
15199,Ethinyl estradiol / norethindrone,Menstrual Disorders,8,42904,0
15201,Ethinyl estradiol / norethindrone,Birth Control,8,42902,4
15204,Ethinyl estradiol / norethindrone,Birth Control,1,42899,2
15208,Ethinyl estradiol / norethindrone,Birth Control,5,42898,3
15210,Ethinyl estradiol / norethindrone,Birth Control,1,42897,0
15211,Ethinyl estradiol / norethindrone,Birth Control,2,42897,2
15212,Ethinyl estradiol / norethindrone,Birth Control,1,42897,0
15214,Ethinyl estradiol / norethindrone,Birth Control,10,42895,0
15218,Ethinyl estradiol / norethindrone,Birth Control,1,42894,5
15219,Ethinyl estradiol / norethindrone,Birth Control,3,42894,1
15220,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,42894,2
15221,Ethinyl estradiol / norethindrone,Birth Control,5,42893,2
15222,Ethinyl estradiol / norethindrone,Birth Control,3,42893,9
15223,Ethinyl estradiol / norethindrone,Birth Control,1,42891,2
15224,Ethinyl estradiol / norethindrone,Birth Control,7,42891,3
15226,Ethinyl estradiol / norethindrone,Birth Control,5,42891,1
15227,Ethinyl estradiol / norethindrone,Birth Control,6,42891,3
15228,Ethinyl estradiol / norethindrone,Birth Control,1,42891,0
15229,Ethinyl estradiol / norethindrone,Birth Control,6,42891,0
15233,Ethinyl estradiol / norethindrone,Birth Control,3,42849,6
15235,Ethinyl estradiol / norethindrone,Birth Control,1,42849,2
15237,Ethinyl estradiol / norethindrone,Birth Control,1,42848,1
15238,Ethinyl estradiol / norethindrone,Birth Control,1,42847,5
15240,Ethinyl estradiol / norethindrone,Birth Control,8,42846,3
15241,Ethinyl estradiol / norethindrone,Birth Control,9,42846,0
15242,Ethinyl estradiol / norethindrone,Birth Control,2,42845,2
15244,Ethinyl estradiol / norethindrone,Birth Control,1,42844,8
15246,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,5,42843,0
15248,Ethinyl estradiol / norethindrone,Birth Control,3,42843,1
15249,Ethinyl estradiol / norethindrone,Birth Control,7,42843,2
15250,Ethinyl estradiol / norethindrone,Birth Control,10,42843,6
15251,Ethinyl estradiol / norethindrone,Birth Control,7,42843,3
15253,Ethinyl estradiol / norethindrone,Birth Control,4,42842,2
15254,Ethinyl estradiol / norethindrone,Birth Control,9,42841,4
15256,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,1,42840,5
15257,Ethinyl estradiol / norethindrone,Birth Control,4,42822,3
15258,Ethinyl estradiol / norethindrone,Birth Control,7,42822,4
15260,Ethinyl estradiol / norethindrone,Birth Control,4,42822,5
15263,Ethinyl estradiol / norethindrone,Acne,6,42822,1
15265,Ethinyl estradiol / norethindrone,Birth Control,2,42820,0
15266,Ethinyl estradiol / norethindrone,Birth Control,6,42820,1
15268,Ethinyl estradiol / norethindrone,Birth Control,3,42819,4
15269,Ethinyl estradiol / norethindrone,Birth Control,10,42818,2
15271,Ethinyl estradiol / norethindrone,Birth Control,5,42817,2
15272,Ethinyl estradiol / norethindrone,Birth Control,9,42817,2
15273,Ethinyl estradiol / norethindrone,Birth Control,9,42817,4
15274,Ethinyl estradiol / norethindrone,Birth Control,9,42817,3
15275,Ethinyl estradiol / norethindrone,Birth Control,2,42817,0
15276,Ethinyl estradiol / norethindrone,Birth Control,6,42816,0
15277,Ethinyl estradiol / norethindrone,Birth Control,1,42816,4
15279,Ethinyl estradiol / norethindrone,Birth Control,9,42815,5
15281,Ethinyl estradiol / norethindrone,Birth Control,1,42814,1
15282,Ethinyl estradiol / norethindrone,Birth Control,1,42832,2
15285,Ethinyl estradiol / norethindrone,Birth Control,2,42832,3
15289,Ethinyl estradiol / norethindrone,Birth Control,3,42830,6
15290,Ethinyl estradiol / norethindrone,Menstrual Disorders,8,42830,4
15292,Ethinyl estradiol / norethindrone,Birth Control,8,42830,7
15295,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,9,42828,0
15296,Ethinyl estradiol / norethindrone,Birth Control,1,42828,1
15298,Ethinyl estradiol / norethindrone,Birth Control,1,42828,3
15299,Ethinyl estradiol / norethindrone,Birth Control,2,42828,3
15300,Ethinyl estradiol / norethindrone,Birth Control,1,42825,0
15302,Ethinyl estradiol / norethindrone,Birth Control,6,42825,1
15303,Ethinyl estradiol / norethindrone,Birth Control,1,42823,4
15305,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,5,42823,1
15306,Ethinyl estradiol / norethindrone,Birth Control,8,42823,1
15308,Ethinyl estradiol / norethindrone,Birth Control,8,42814,6
15309,Ethinyl estradiol / norethindrone,Birth Control,1,42814,3
15310,Ethinyl estradiol / norethindrone,Birth Control,2,42814,7
15311,Ethinyl estradiol / norethindrone,Birth Control,1,42814,4
15312,Ethinyl estradiol / norethindrone,Birth Control,10,42813,3
15314,Ethinyl estradiol / norethindrone,Birth Control,1,42812,3
15315,Ethinyl estradiol / norethindrone,Birth Control,7,42812,4
15316,Ethinyl estradiol / norethindrone,Birth Control,8,42812,0
15317,Ethinyl estradiol / norethindrone,Birth Control,7,42812,6
15318,Ethinyl estradiol / norethindrone,Birth Control,1,42811,1
15319,Ethinyl estradiol / norethindrone,Birth Control,1,42811,2
15320,Ethinyl estradiol / norethindrone,Birth Control,1,42811,8
15323,Ethinyl estradiol / norethindrone,Birth Control,1,42810,3
15324,Ethinyl estradiol / norethindrone,Birth Control,1,42809,1
15325,Ethinyl estradiol / norethindrone,Birth Control,1,42809,4
15326,Ethinyl estradiol / norethindrone,Birth Control,9,42809,5
15327,Ethinyl estradiol / norethindrone,Birth Control,5,42808,5
15328,Ethinyl estradiol / norethindrone,Birth Control,10,42807,19
15330,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,42806,0
15331,Ethinyl estradiol / norethindrone,Birth Control,8,42805,0
15333,Ethinyl estradiol / norethindrone,Birth Control,1,42794,1
15335,Ethinyl estradiol / norethindrone,Birth Control,2,42794,5
15336,Ethinyl estradiol / norethindrone,Birth Control,1,42793,2
15337,Ethinyl estradiol / norethindrone,Birth Control,9,42793,3
15338,Ethinyl estradiol / norethindrone,Birth Control,2,42792,5
15339,Ethinyl estradiol / norethindrone,Birth Control,9,42792,0
15341,Ethinyl estradiol / norethindrone,Birth Control,5,42789,4
15342,Ethinyl estradiol / norethindrone,Birth Control,10,42789,9
15343,Ethinyl estradiol / norethindrone,Birth Control,10,42789,7
15344,Ethinyl estradiol / norethindrone,Birth Control,4,42789,0
15345,Ethinyl estradiol / norethindrone,Birth Control,8,42789,7
15346,Ethinyl estradiol / norethindrone,Birth Control,2,42789,5
15347,Ethinyl estradiol / norethindrone,Birth Control,2,42788,3
15348,Ethinyl estradiol / norethindrone,Birth Control,10,42788,30
15349,Ethinyl estradiol / norethindrone,Birth Control,10,42788,4
15350,Ethinyl estradiol / norethindrone,Birth Control,9,42788,8
15351,Ethinyl estradiol / norethindrone,Birth Control,10,42787,2
15352,Ethinyl estradiol / norethindrone,Birth Control,10,42787,3
15353,Ethinyl estradiol / norethindrone,Birth Control,2,42787,3
15354,Ethinyl estradiol / norethindrone,Birth Control,1,42787,1
15355,Ethinyl estradiol / norethindrone,Acne,2,42787,4
15356,Ethinyl estradiol / norethindrone,Birth Control,5,42786,5
15357,Ethinyl estradiol / norethindrone,Birth Control,1,42786,2
15359,Ethinyl estradiol / norethindrone,Birth Control,1,42785,2
15361,Ethinyl estradiol / norethindrone,Birth Control,1,42784,3
15362,Ethinyl estradiol / norethindrone,Menstrual Disorders,2,42784,5
15363,Ethinyl estradiol / norethindrone,Birth Control,9,42784,5
15364,Ethinyl estradiol / norethindrone,Acne,3,42784,0
15365,Ethinyl estradiol / norethindrone,Birth Control,1,42783,1
15367,Ethinyl estradiol / norethindrone,Birth Control,1,42782,2
15368,Ethinyl estradiol / norethindrone,Birth Control,1,42782,4
15369,Ethinyl estradiol / norethindrone,Birth Control,2,42782,0
15370,Ethinyl estradiol / norethindrone,Birth Control,1,42782,1
15371,Ethinyl estradiol / norethindrone,Birth Control,1,42781,2
15372,Ethinyl estradiol / norethindrone,Birth Control,1,42781,0
15374,Ethinyl estradiol / norethindrone,Birth Control,1,42780,6
15375,Ethinyl estradiol / norethindrone,Birth Control,10,42779,7
15378,Ethinyl estradiol / norethindrone,Birth Control,1,42779,4
15379,Ethinyl estradiol / norethindrone,Birth Control,1,42779,1
15380,Ethinyl estradiol / norethindrone,Birth Control,10,42779,11
15381,Ethinyl estradiol / norethindrone,Birth Control,10,42778,5
15382,Ethinyl estradiol / norethindrone,Birth Control,1,42804,1
15383,Ethinyl estradiol / norethindrone,Acne,7,42804,7
15384,Ethinyl estradiol / norethindrone,Birth Control,1,42803,4
15385,Ethinyl estradiol / norethindrone,Birth Control,1,42803,3
15386,Ethinyl estradiol / norethindrone,Birth Control,1,42803,4
15387,Ethinyl estradiol / norethindrone,Birth Control,6,42802,3
15388,Ethinyl estradiol / norethindrone,Birth Control,1,42801,1
15389,Ethinyl estradiol / norethindrone,Birth Control,2,42801,3
15390,Ethinyl estradiol / norethindrone,Birth Control,8,42800,5
15391,Ethinyl estradiol / norethindrone,Birth Control,10,42800,5
15393,Ethinyl estradiol / norethindrone,Birth Control,1,42799,13
15394,Ethinyl estradiol / norethindrone,Birth Control,7,42799,7
15395,Ethinyl estradiol / norethindrone,Birth Control,6,42799,6
15396,Ethinyl estradiol / norethindrone,Birth Control,2,42798,3
15397,Ethinyl estradiol / norethindrone,Birth Control,4,42798,2
15398,Ethinyl estradiol / norethindrone,Menstrual Disorders,3,42797,2
15400,Ethinyl estradiol / norethindrone,Birth Control,5,42796,0
15401,Ethinyl estradiol / norethindrone,Birth Control,10,42796,10
15402,Ethinyl estradiol / norethindrone,Birth Control,5,42796,2
15403,Ethinyl estradiol / norethindrone,Birth Control,8,42796,4
15404,Ethinyl estradiol / norethindrone,Birth Control,8,42795,2
15405,Ethinyl estradiol / norethindrone,Birth Control,1,42795,8
15406,Ethinyl estradiol / norethindrone,Birth Control,1,42795,9
15407,Ethinyl estradiol / norethindrone,Birth Control,7,42778,3
15408,Ethinyl estradiol / norethindrone,Birth Control,1,42778,7
15409,Ethinyl estradiol / norethindrone,Birth Control,10,42777,10
15410,Ethinyl estradiol / norethindrone,Birth Control,1,42777,2
15411,Ethinyl estradiol / norethindrone,Birth Control,1,42776,5
15413,Ethinyl estradiol / norethindrone,Acne,1,42776,2
15414,Ethinyl estradiol / norethindrone,Birth Control,7,42775,3
15415,Ethinyl estradiol / norethindrone,Birth Control,9,42775,4
15416,Ethinyl estradiol / norethindrone,Birth Control,1,42774,5
15417,Ethinyl estradiol / norethindrone,Birth Control,5,42774,5
15418,Ethinyl estradiol / norethindrone,Birth Control,8,42774,5
15419,Ethinyl estradiol / norethindrone,Birth Control,1,42774,9
15420,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,42774,11
15421,Ethinyl estradiol / norethindrone,Birth Control,7,42774,2
15422,Ethinyl estradiol / norethindrone,Acne,1,42773,12
15424,Ethinyl estradiol / norethindrone,Birth Control,10,42773,10
15425,Ethinyl estradiol / norethindrone,Birth Control,1,42773,0
15426,Ethinyl estradiol / norethindrone,Birth Control,5,42773,2
15427,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,4,42772,8
15428,Ethinyl estradiol / norethindrone,Acne,1,42772,5
15429,Ethinyl estradiol / norethindrone,Birth Control,7,42772,6
15431,Ethinyl estradiol / norethindrone,Acne,10,42770,1
15434,Ethinyl estradiol / norethindrone,Birth Control,2,42752,0
15436,Ethinyl estradiol / norethindrone,Birth Control,5,42751,1
15439,Ethinyl estradiol / norethindrone,Birth Control,1,42751,4
15440,Ethinyl estradiol / norethindrone,Birth Control,3,42750,3
15441,Ethinyl estradiol / norethindrone,Birth Control,7,42748,5
15442,Ethinyl estradiol / norethindrone,Birth Control,7,42748,10
15444,Ethinyl estradiol / norethindrone,Birth Control,2,42747,5
15445,Ethinyl estradiol / norethindrone,Birth Control,7,42747,3
15446,Ethinyl estradiol / norethindrone,Birth Control,2,42747,0
15447,Ethinyl estradiol / norethindrone,Birth Control,7,42747,1
15449,Ethinyl estradiol / norethindrone,Birth Control,1,42747,8
15450,Ethinyl estradiol / norethindrone,Birth Control,1,42746,4
15452,Ethinyl estradiol / norethindrone,Birth Control,10,42745,1
15453,Ethinyl estradiol / norethindrone,Acne,1,42745,3
15454,Ethinyl estradiol / norethindrone,Birth Control,2,42744,8
15455,Ethinyl estradiol / norethindrone,Birth Control,3,42744,4
15456,Ethinyl estradiol / norethindrone,Birth Control,2,42744,1
15458,Ethinyl estradiol / norethindrone,Birth Control,1,42724,3
15463,Ethinyl estradiol / norethindrone,Birth Control,9,42723,3
15464,Ethinyl estradiol / norethindrone,Birth Control,4,42722,1
15465,Ethinyl estradiol / norethindrone,Birth Control,2,42722,1
15466,Ethinyl estradiol / norethindrone,Birth Control,1,42721,7
15467,Ethinyl estradiol / norethindrone,Birth Control,4,42719,3
15468,Ethinyl estradiol / norethindrone,Birth Control,1,42719,0
15470,Ethinyl estradiol / norethindrone,Birth Control,1,42719,4
15471,Ethinyl estradiol / norethindrone,Birth Control,1,42718,6
15472,Ethinyl estradiol / norethindrone,Birth Control,2,42718,0
15474,Ethinyl estradiol / norethindrone,Birth Control,4,42718,1
15475,Ethinyl estradiol / norethindrone,Birth Control,1,42717,0
15476,Ethinyl estradiol / norethindrone,Birth Control,1,42717,4
15477,Ethinyl estradiol / norethindrone,Birth Control,3,42716,4
15478,Ethinyl estradiol / norethindrone,Birth Control,9,42716,14
15480,Ethinyl estradiol / norethindrone,Birth Control,10,42715,6
15481,Ethinyl estradiol / norethindrone,Birth Control,6,42715,3
15482,Ethinyl estradiol / norethindrone,Birth Control,1,42737,5
15483,Ethinyl estradiol / norethindrone,Birth Control,2,42735,0
15484,Ethinyl estradiol / norethindrone,Birth Control,2,42735,1
15486,Ethinyl estradiol / norethindrone,Birth Control,9,42734,2
15487,Ethinyl estradiol / norethindrone,Birth Control,1,42733,2
15488,Ethinyl estradiol / norethindrone,Menstrual Disorders,3,42733,2
15490,Ethinyl estradiol / norethindrone,Birth Control,3,42732,3
15491,Ethinyl estradiol / norethindrone,Birth Control,1,42732,3
15492,Ethinyl estradiol / norethindrone,Acne,1,42732,2
15493,Ethinyl estradiol / norethindrone,Birth Control,2,42732,1
15494,Ethinyl estradiol / norethindrone,Birth Control,1,42731,11
15496,Ethinyl estradiol / norethindrone,Birth Control,1,42730,0
15498,Ethinyl estradiol / norethindrone,Birth Control,2,42727,10
15499,Ethinyl estradiol / norethindrone,Birth Control,1,42727,6
15500,Ethinyl estradiol / norethindrone,Birth Control,1,42726,4
15503,Ethinyl estradiol / norethindrone,Birth Control,9,42726,4
15504,Ethinyl estradiol / norethindrone,Menstrual Disorders,6,42726,4
15505,Ethinyl estradiol / norethindrone,Birth Control,2,42724,4
15506,Ethinyl estradiol / norethindrone,Birth Control,1,42724,6
15507,Ethinyl estradiol / norethindrone,Birth Control,10,42761,3
15508,Ethinyl estradiol / norethindrone,Acne,1,42761,3
15509,Ethinyl estradiol / norethindrone,Birth Control,1,42760,4
15510,Ethinyl estradiol / norethindrone,Birth Control,10,42760,1
15511,Ethinyl estradiol / norethindrone,Birth Control,4,42760,0
15513,Ethinyl estradiol / norethindrone,Birth Control,1,42759,4
15515,Ethinyl estradiol / norethindrone,Acne,1,42758,4
15516,Ethinyl estradiol / norethindrone,Acne,1,42758,0
15517,Ethinyl estradiol / norethindrone,Birth Control,8,42758,5
15518,Ethinyl estradiol / norethindrone,Birth Control,6,42757,6
15520,Ethinyl estradiol / norethindrone,Birth Control,2,42756,1
15521,Ethinyl estradiol / norethindrone,Birth Control,10,42756,3
15522,Ethinyl estradiol / norethindrone,Acne,8,42755,2
15523,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,6,42755,0
15525,Ethinyl estradiol / norethindrone,Acne,1,42754,4
15526,Ethinyl estradiol / norethindrone,Birth Control,7,42754,7
15527,Ethinyl estradiol / norethindrone,Birth Control,8,42754,6
15528,Ethinyl estradiol / norethindrone,Birth Control,3,42754,0
15529,Ethinyl estradiol / norethindrone,Birth Control,2,42754,1
15530,Ethinyl estradiol / norethindrone,Birth Control,6,42753,4
15531,Ethinyl estradiol / norethindrone,Birth Control,3,42752,1
15533,Ethinyl estradiol / norethindrone,Birth Control,3,42743,1
15534,Ethinyl estradiol / norethindrone,Birth Control,1,42743,4
15536,Ethinyl estradiol / norethindrone,Birth Control,1,42742,1
15537,Ethinyl estradiol / norethindrone,Birth Control,1,42742,6
15538,Ethinyl estradiol / norethindrone,Birth Control,10,42742,5
15539,Ethinyl estradiol / norethindrone,Menstrual Disorders,3,42742,3
15540,Ethinyl estradiol / norethindrone,Birth Control,9,42741,2
15541,Ethinyl estradiol / norethindrone,Birth Control,8,42741,6
15542,Ethinyl estradiol / norethindrone,Birth Control,5,42740,4
15543,Ethinyl estradiol / norethindrone,Birth Control,8,42740,3
15544,Ethinyl estradiol / norethindrone,Birth Control,1,42739,4
15545,Ethinyl estradiol / norethindrone,Birth Control,2,42739,2
15546,Ethinyl estradiol / norethindrone,Birth Control,10,42739,12
15547,Ethinyl estradiol / norethindrone,Acne,1,42739,1
15548,Ethinyl estradiol / norethindrone,Birth Control,1,42739,7
15549,Ethinyl estradiol / norethindrone,Birth Control,2,42739,1
15553,Ethinyl estradiol / norethindrone,Birth Control,3,42738,6
15554,Ethinyl estradiol / norethindrone,Birth Control,7,42738,5
15555,Ethinyl estradiol / norethindrone,Birth Control,9,42737,4
15556,Ethinyl estradiol / norethindrone,Birth Control,2,42737,4
15557,Ethinyl estradiol / norethindrone,Birth Control,8,42769,3
15558,Ethinyl estradiol / norethindrone,Birth Control,1,42769,0
15559,Ethinyl estradiol / norethindrone,Birth Control,7,42769,2
15560,Ethinyl estradiol / norethindrone,Birth Control,3,42769,4
15561,Ethinyl estradiol / norethindrone,Birth Control,7,42768,2
15565,Ethinyl estradiol / norethindrone,Birth Control,10,42767,4
15566,Ethinyl estradiol / norethindrone,Birth Control,8,42766,0
15567,Ethinyl estradiol / norethindrone,Birth Control,5,42765,6
15568,Ethinyl estradiol / norethindrone,Birth Control,2,42765,4
15569,Ethinyl estradiol / norethindrone,Acne,1,42765,6
15570,Ethinyl estradiol / norethindrone,Birth Control,2,42764,0
15572,Ethinyl estradiol / norethindrone,Birth Control,8,42764,2
15574,Ethinyl estradiol / norethindrone,Birth Control,1,42764,5
15575,Ethinyl estradiol / norethindrone,Endometriosis,5,42763,15
15576,Ethinyl estradiol / norethindrone,Birth Control,5,42763,1
15577,Ethinyl estradiol / norethindrone,Birth Control,8,42762,3
15578,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,42762,3
15579,Ethinyl estradiol / norethindrone,Birth Control,2,42762,1
15580,Ethinyl estradiol / norethindrone,Birth Control,2,42761,5
15582,Ethinyl estradiol / norethindrone,Birth Control,5,42714,0
15583,Ethinyl estradiol / norethindrone,Birth Control,10,42713,4
15585,Ethinyl estradiol / norethindrone,Birth Control,2,42713,0
15586,Ethinyl estradiol / norethindrone,Menstrual Disorders,8,42713,3
15587,Ethinyl estradiol / norethindrone,Birth Control,10,42713,7
15589,Ethinyl estradiol / norethindrone,Endometriosis,1,42713,0
15590,Ethinyl estradiol / norethindrone,Birth Control,2,42712,1
15591,Ethinyl estradiol / norethindrone,Acne,1,42712,2
15592,Ethinyl estradiol / norethindrone,Acne,3,42711,0
15593,Ethinyl estradiol / norethindrone,Birth Control,8,42711,7
15596,Ethinyl estradiol / norethindrone,Birth Control,2,42710,6
15597,Ethinyl estradiol / norethindrone,Birth Control,1,42710,4
15598,Ethinyl estradiol / norethindrone,Birth Control,1,42710,4
15599,Ethinyl estradiol / norethindrone,Birth Control,1,42710,5
15600,Ethinyl estradiol / norethindrone,Birth Control,1,42709,3
15602,Ethinyl estradiol / norethindrone,Acne,1,42709,4
15603,Ethinyl estradiol / norethindrone,Menstrual Disorders,5,42709,3
15605,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,4,42708,11
15606,Ethinyl estradiol / norethindrone,Birth Control,3,42708,3
15607,Ethinyl estradiol / norethindrone,Birth Control,7,42697,12
15608,Ethinyl estradiol / norethindrone,Birth Control,2,42697,4
15609,Ethinyl estradiol / norethindrone,Menstrual Disorders,1,42697,4
15610,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,42696,3
15612,Ethinyl estradiol / norethindrone,Birth Control,3,42696,3
15614,Ethinyl estradiol / norethindrone,Birth Control,2,42695,2
15615,Ethinyl estradiol / norethindrone,Birth Control,8,42695,1
15617,Ethinyl estradiol / norethindrone,Birth Control,2,42694,16
15619,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,1,42692,3
15623,Ethinyl estradiol / norethindrone,Birth Control,6,42689,3
15624,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,6,42689,0
15626,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,42688,2
15627,Ethinyl estradiol / norethindrone,Birth Control,2,42687,3
15628,Ethinyl estradiol / norethindrone,Acne,10,42687,7
15629,Ethinyl estradiol / norethindrone,Acne,3,42687,2
15630,Ethinyl estradiol / norethindrone,Birth Control,1,42685,5
15631,Ethinyl estradiol / norethindrone,Birth Control,7,42685,6
15632,Ethinyl estradiol / norethindrone,Endometriosis,9,42685,3
15633,Ethinyl estradiol / norethindrone,Birth Control,10,42685,11
15634,Ethinyl estradiol / norethindrone,Acne,1,42684,1
15635,Ethinyl estradiol / norethindrone,Birth Control,1,42684,3
15636,Ethinyl estradiol / norethindrone,Birth Control,9,42684,9
15637,Ethinyl estradiol / norethindrone,Birth Control,10,42684,2
15638,Ethinyl estradiol / norethindrone,Birth Control,10,42682,4
15641,Ethinyl estradiol / norethindrone,Birth Control,1,42682,1
15643,Ethinyl estradiol / norethindrone,Birth Control,5,42681,3
15645,Ethinyl estradiol / norethindrone,Birth Control,7,42680,7
15648,Ethinyl estradiol / norethindrone,Birth Control,9,42679,6
15649,Ethinyl estradiol / norethindrone,Birth Control,1,42678,1
15650,Ethinyl estradiol / norethindrone,Birth Control,5,42678,3
15651,Ethinyl estradiol / norethindrone,Birth Control,8,42678,6
15655,Ethinyl estradiol / norethindrone,Endometriosis,5,42675,4
15656,Ethinyl estradiol / norethindrone,Birth Control,1,42675,3
15657,Ethinyl estradiol / norethindrone,Birth Control,1,42707,9
15658,Ethinyl estradiol / norethindrone,Birth Control,8,42707,2
15659,Ethinyl estradiol / norethindrone,Birth Control,7,42707,5
15660,Ethinyl estradiol / norethindrone,Birth Control,8,42706,12
15664,Ethinyl estradiol / norethindrone,Birth Control,1,42705,2
15665,Ethinyl estradiol / norethindrone,Birth Control,10,42705,9
15666,Ethinyl estradiol / norethindrone,Birth Control,10,42705,3
15668,Ethinyl estradiol / norethindrone,Birth Control,1,42704,3
15669,Ethinyl estradiol / norethindrone,Birth Control,2,42704,4
15671,Ethinyl estradiol / norethindrone,Birth Control,4,42703,0
15672,Ethinyl estradiol / norethindrone,Birth Control,1,42703,7
15674,Ethinyl estradiol / norethindrone,Birth Control,2,42702,6
15676,Ethinyl estradiol / norethindrone,Birth Control,1,42701,6
15677,Ethinyl estradiol / norethindrone,Menstrual Disorders,7,42701,0
15678,Ethinyl estradiol / norethindrone,Birth Control,1,42700,6
15679,Ethinyl estradiol / norethindrone,Birth Control,1,42700,4
15680,Ethinyl estradiol / norethindrone,Endometriosis,7,42699,1
15682,Ethinyl estradiol / norethindrone,Birth Control,1,42674,4
15683,Ethinyl estradiol / norethindrone,Birth Control,9,42674,4
15685,Ethinyl estradiol / norethindrone,Birth Control,2,42673,7
15686,Ethinyl estradiol / norethindrone,Birth Control,4,42673,5
15688,Ethinyl estradiol / norethindrone,Birth Control,1,42670,6
15689,Ethinyl estradiol / norethindrone,Birth Control,1,42670,4
15690,Ethinyl estradiol / norethindrone,Birth Control,2,42669,3
15693,Ethinyl estradiol / norethindrone,Birth Control,2,42669,1
15694,Ethinyl estradiol / norethindrone,Birth Control,1,42669,7
15696,Ethinyl estradiol / norethindrone,Birth Control,10,42667,2
15698,Ethinyl estradiol / norethindrone,Birth Control,1,42667,3
15699,Ethinyl estradiol / norethindrone,Birth Control,10,42665,7
15701,Ethinyl estradiol / norethindrone,Birth Control,1,42664,1
15702,Ethinyl estradiol / norethindrone,Birth Control,5,42664,2
15703,Ethinyl estradiol / norethindrone,Birth Control,8,42663,9
15704,Ethinyl estradiol / norethindrone,Birth Control,1,42663,11
15705,Ethinyl estradiol / norethindrone,Birth Control,3,42663,2
15708,Ethinyl estradiol / norethindrone,Birth Control,4,42654,5
15709,Ethinyl estradiol / norethindrone,Birth Control,1,42653,4
15710,Ethinyl estradiol / norethindrone,Birth Control,9,42653,10
15711,Ethinyl estradiol / norethindrone,Menstrual Disorders,7,42653,1
15712,Ethinyl estradiol / norethindrone,Birth Control,2,42652,3
15713,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,10,42650,2
15714,Ethinyl estradiol / norethindrone,Birth Control,1,42650,6
15716,Ethinyl estradiol / norethindrone,Birth Control,1,42650,1
15717,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,10,42649,0
15719,Ethinyl estradiol / norethindrone,Birth Control,8,42648,5
15720,Ethinyl estradiol / norethindrone,Birth Control,9,42648,6
15721,Ethinyl estradiol / norethindrone,Menstrual Disorders,3,42648,0
15724,Ethinyl estradiol / norethindrone,Birth Control,4,42647,9
15725,Ethinyl estradiol / norethindrone,Menstrual Disorders,10,42647,5
